,logFC,AveExpr,t,adj.P.Val,B,EntrezID,symbols,P.Value,Rank_1,HPO_Freq,NewP.value,Rank_2,Rank_1-Rank2
224344_at,-0.064117235,4.156361118,-0.982231743,0.790924865,-5.384631966,1337,COX6A1,0.337012832,11843,2,0.112337611,7487,4356
1561531_at,0.069284239,4.487059529,1.656050841,0.615210136,-4.605283462,100874035,PLCH1-AS1,0.112372473,6037,0,0.112372473,7488,-1451
231059_x_at,0.123452786,8.69025026,1.655983366,0.615210136,-4.605377438,51282,SCAND1,0.112386261,6038,0,0.112386261,7489,-1451
224485_s_at,0.093053004,4.984620846,1.655467553,0.615324265,-4.606095732,7780,SLC30A2,0.112491715,6039,0,0.112491715,7490,-1451
206089_at,-0.1024978,5.137101423,-1.655018967,0.615324265,-4.606720273,4745,NELL1,0.112583493,6040,0,0.112583493,7491,-1451
235132_at,-0.128967336,7.344204942,-1.654907281,0.615324265,-4.606875747,254128,NIFK-AS1,0.112606353,6041,0,0.112606353,7492,-1451
238585_at,0.212128741,6.779550809,1.654856434,0.615324265,-4.606946527,79712,GTDC1,0.112616762,6042,0,0.112616762,7493,-1451
1554396_at,0.084496224,4.902249468,1.654784946,0.615324265,-4.607046037,55293,UEVLD,0.112631398,6043,0,0.112631398,7494,-1451
201577_at,-0.009778998,11.87452143,-0.12546527,0.979706795,-5.828916949,4830,NME1,0.901332011,19327,7,0.112666501,7495,11832
223130_s_at,-0.145283974,8.024925819,-1.654506267,0.615324265,-4.60743392,29116,MYLIP,0.112688466,6045,0,0.112688466,7496,-1451
222465_at,-0.097887785,10.96757013,-1.654346852,0.615379665,-4.607655782,51187,RSL24D1,0.112721122,6046,0,0.112721122,7497,-1451
1558508_a_at,0.17840677,3.571371628,1.65419217,0.615491238,-4.607871043,388722,C1orf53,0.112752816,6047,0,0.112752816,7498,-1451
242857_at,0.134269066,7.466293142,1.654106915,0.615525158,-4.607989679,9855,FARP2,0.112770288,6048,0,0.112770288,7499,-1451
208386_x_at,0.087272791,5.982802474,1.65359508,0.615842798,-4.608701829,11144,DMC1,0.112875231,6049,0,0.112875231,7500,-1451
231366_at,0.122849879,4.130978352,1.65354842,0.615842798,-4.60876674,619190,FDPSP2,0.112884801,6051,0,0.112884801,7501,-1450
204025_s_at,-0.093955273,8.249585277,-1.653267585,0.615905169,-4.609157406,5134,PDCD2,0.112942421,6052,0,0.112942421,7502,-1450
230162_s_at,0.054505777,3.896847587,1.247052635,0.718782557,-5.118520006,23162,MAPK8IP3,0.225918317,9404,1,0.112959159,7503,1901
217229_at,0.065617715,2.860043193,1.652949778,0.615905169,-4.609599442,51666,ASB4,0.113007655,6054,0,0.113007655,7504,-1450
237182_at,0.109857865,2.856178779,1.652860621,0.615905169,-4.609723439,653479,MRPL45P2,0.113025962,6055,0,0.113025962,7505,-1450
1560281_a_at,0.107167194,5.466021891,1.652515305,0.615905169,-4.610203645,339168,TMEM95,0.113096889,6056,0,0.113096889,7506,-1450
217075_x_at,-0.086237411,3.088106429,-1.652398246,0.615905169,-4.610366414,9757,KMT2B,0.113120941,6058,0,0.113120941,7507,-1449
226236_at,-0.072978361,10.89466872,-1.652378897,0.615905169,-4.610393317,388789,SMIM26,0.113124917,6059,0,0.113124917,7508,-1449
203160_s_at,-0.096241514,7.890372087,-1.652341557,0.615905169,-4.610445235,9025,RNF8,0.11313259,6060,0,0.11313259,7509,-1449
235433_at,0.124035236,7.42082555,1.651921542,0.616161491,-4.611029172,139322,APOOL,0.113218934,6061,0,0.113218934,7510,-1449
231077_at,-0.08592742,4.168082453,-1.651837459,0.616161491,-4.611146057,257177,CFAP126,0.113236226,6063,0,0.113236226,7511,-1448
223196_s_at,-0.171692844,7.614894826,-1.651772425,0.616172951,-4.611236459,83667,SESN2,0.113249602,6064,0,0.113249602,7512,-1448
205152_at,0.033855328,3.109823211,0.582538609,0.889156856,-5.675050524,6529,SLC6A1,0.566320854,15590,4,0.113264171,7513,8077
216661_x_at,0.068968619,4.565581032,0.976392257,0.792970862,-5.389862999,1559,CYP2C9,0.3398309,11904,2,0.113276967,7514,4390
219945_at,-0.084460983,3.803143454,-1.651614301,0.61627532,-4.611456252,29118,DDX25,0.11328213,6065,0,0.11328213,7515,-1450
1552554_a_at,-0.044918453,3.883449339,-0.582040948,0.88929454,-5.675323854,58484,NLRC4,0.566649935,15600,4,0.113329987,7516,8084
1553658_at,-0.083713019,4.387262793,-1.65074848,0.616607445,-4.612659462,150197,LINC00896,0.113460379,6069,0,0.113460379,7517,-1448
218589_at,0.171892784,7.714757787,0.416356452,0.926161035,-5.75366366,10161,LPAR6,0.681315133,17007,5,0.113552522,7518,9489
242987_x_at,0.116642025,6.128413205,1.6501812,0.616833316,-4.61344754,101928158,LAMA5-AS1,0.113577294,6072,0,0.113577294,7519,-1447
213184_at,-0.075707657,7.343889198,-1.650142236,0.616833316,-4.613501662,205564,SENP5,0.113585328,6073,0,0.113585328,7520,-1447
237111_at,-0.144297274,4.933629131,-1.649452838,0.617154895,-4.614459098,388942,LINC01913,0.113727558,6074,0,0.113727558,7521,-1447
235276_at,-0.188965052,6.697249111,-1.649417529,0.617154895,-4.614508127,94240,EPSTI1,0.113734846,6075,0,0.113734846,7522,-1447
1553780_at,-0.092582776,5.560727664,-1.649186931,0.617351974,-4.614828309,196872,LINC00638,0.113782457,6076,0,0.113782457,7523,-1447
208285_at,-0.113042019,4.137222807,-1.648950144,0.617363043,-4.615157049,26659,OR7A5,0.113831363,6077,0,0.113831363,7524,-1447
203664_s_at,0.093980421,8.416172225,1.648877714,0.617363043,-4.6152576,5433,POLR2D,0.113846326,6079,0,0.113846326,7525,-1446
207703_at,-0.469843939,3.8032996,-1.648870073,0.617363043,-4.615268207,22829,NLGN4Y,0.113847905,6080,0,0.113847905,7526,-1446
228468_at,-0.069176518,8.508485756,-1.242029846,0.720037296,-5.124077605,84930,MASTL,0.227729144,9444,1,0.113864572,7527,1917
202506_at,-0.162994652,7.92762136,-1.648789329,0.617363043,-4.615380294,6744,SSFA2,0.113864588,6081,0,0.113864588,7528,-1447
1562850_at,0.078501734,3.078151137,1.648621682,0.617372911,-4.615613007,101928283,LOC101928283,0.113899233,6083,0,0.113899233,7529,-1446
226633_at,-0.126871921,11.11621816,-1.647947787,0.617883232,-4.616548267,51762,RAB8B,0.114038586,6084,0,0.114038586,7530,-1446
227809_at,-0.142780807,7.261802288,-1.647472432,0.618171257,-4.61720781,376940,ZC3H6,0.11413697,6086,0,0.11413697,7531,-1445
206775_at,-0.044967183,4.112671596,-0.970928849,0.794369864,-5.394731521,8029,CUBN,0.342482099,11956,2,0.1141607,7532,4424
229701_at,0.136776156,4.26689394,1.646993017,0.618184525,-4.617872842,23234,DNAJC9,0.114236267,6088,0,0.114236267,7533,-1445
237621_at,-0.090482324,5.383088965,-1.646975068,0.618184525,-4.617897738,101928869,GABRG3-AS1,0.114239986,6089,0,0.114239986,7534,-1445
205785_at,-0.08258742,4.842435247,-1.646970584,0.618184525,-4.617903957,3684,ITGAM,0.114240915,6090,0,0.114240915,7535,-1445
205684_s_at,0.129505465,7.862968456,1.646666856,0.618184525,-4.618325202,55667,DENND4C,0.114303864,6091,0,0.114303864,7536,-1445
229109_s_at,-0.133603008,5.263895003,-1.646565193,0.618184525,-4.618466187,644,BLVRA,0.11432494,6092,0,0.11432494,7537,-1445
210562_at,-0.097464503,3.276777696,-1.646245131,0.618184525,-4.618909999,9687,GREB1,0.114391315,6094,0,0.114391315,7538,-1444
222226_at,-0.102922667,5.127837015,-1.646188681,0.618184525,-4.618988269,6290,SAA3P,0.114403025,6095,0,0.114403025,7539,-1444
224771_at,0.10916979,4.076091396,1.646047396,0.618184525,-4.619184156,89796,NAV1,0.114432338,6096,0,0.114432338,7540,-1444
1568943_at,0.236333208,6.028122935,1.645995247,0.618184525,-4.619256457,3635,INPP5D,0.11444316,6097,0,0.11444316,7541,-1444
213685_at,0.083064165,7.243533033,1.645959708,0.618184525,-4.619305727,100506963,ELOA-AS1,0.114450535,6098,0,0.114450535,7542,-1444
219140_s_at,-0.034800314,3.965525197,-0.573572808,0.891068518,-5.679940197,5950,RBP4,0.572264539,15682,4,0.114452908,7543,8139
219295_s_at,-0.065074625,3.248261694,-1.645692246,0.618184525,-4.619676505,26577,PCOLCE2,0.114506051,6101,0,0.114506051,7544,-1443
219291_at,0.130547573,7.350835735,1.645349192,0.618228894,-4.620152008,56986,DTWD1,0.114577291,6103,0,0.114577291,7545,-1442
203285_s_at,-0.133780942,9.113933999,-1.645218083,0.618314835,-4.620333716,9653,HS2ST1,0.114604527,6104,0,0.114604527,7546,-1442
203322_at,-0.097908356,8.446256542,-1.64495615,0.618359005,-4.620696706,22850,ADNP2,0.114658957,6105,0,0.114658957,7547,-1442
235457_at,-0.341763565,7.500097579,-1.644860698,0.618359005,-4.620828974,84441,MAML2,0.114678798,6106,0,0.114678798,7548,-1442
217473_x_at,0.099669862,6.595161025,1.644852161,0.618359005,-4.620840805,6556,SLC11A1,0.114680573,6107,0,0.114680573,7549,-1442
216983_s_at,0.22476821,6.356707671,1.644566095,0.618557714,-4.62123717,7767,ZNF224,0.114740052,6109,0,0.114740052,7550,-1441
1570515_a_at,0.068505267,3.101573781,1.644418355,0.618627456,-4.621441854,27145,FILIP1,0.11477078,6110,0,0.11477078,7551,-1441
230969_at,0.088636098,3.957691462,1.644282406,0.618627456,-4.62163019,374973,TEX38,0.114799063,6111,0,0.114799063,7552,-1441
217693_x_at,-0.099781927,6.820234765,-1.644044913,0.618776197,-4.621959172,100506898,MAGOH2P,0.114848484,6112,0,0.114848484,7553,-1441
224008_s_at,-0.07126515,4.313379192,-1.643634698,0.61877819,-4.622527328,10089,KCNK7,0.11493389,6114,0,0.11493389,7554,-1440
224822_at,-0.084744251,4.410258832,-1.643608275,0.61877819,-4.622563921,10395,DLC1,0.114939393,6115,0,0.114939393,7555,-1440
225201_s_at,-0.107532777,10.31147112,-1.643243372,0.618949554,-4.623069223,64928,MRPL14,0.115015413,6116,0,0.115015413,7556,-1440
204045_at,-0.103837263,8.361973939,-1.643208089,0.618949554,-4.623118078,9338,TCEAL1,0.115022766,6117,0,0.115022766,7557,-1440
1555947_at,-0.161167631,4.167802373,-1.643000658,0.619033119,-4.623405277,23196,FAM120A,0.115066001,6118,0,0.115066001,7558,-1440
1553449_at,0.122187417,3.838565554,1.642902916,0.61908183,-4.623540597,283860,LINC00304,0.115086378,6119,0,0.115086378,7559,-1440
239290_at,0.115950941,4.476289741,1.642422004,0.619155479,-4.62420631,9758,FRMPD4,0.115186683,6121,0,0.115186683,7560,-1439
242272_at,0.16140568,6.438203143,1.642406848,0.619155479,-4.624227288,146540,ZNF785,0.115189845,6122,0,0.115189845,7561,-1439
206056_x_at,0.187114282,7.837705058,1.642365122,0.619155479,-4.624285041,6693,SPN,0.115198552,6123,0,0.115198552,7562,-1439
228987_at,-0.212662434,5.140077586,-1.642277328,0.619155479,-4.624406553,51571,FAM49B,0.115216873,6125,0,0.115216873,7563,-1438
220069_at,0.037703441,5.329530465,0.402320492,0.928970484,-5.759129867,51807,TUBA8,0.691457496,17112,5,0.115242916,7564,9548
1553265_at,0.091339461,3.708952981,1.641954097,0.619293734,-4.62485388,151295,SLC23A3,0.115284346,6126,0,0.115284346,7565,-1439
203547_at,-0.096925376,5.212613433,-1.641864393,0.619333506,-4.624978012,920,CD4,0.115303077,6127,0,0.115303077,7566,-1439
244046_at,-0.143385941,4.945293562,-1.64159533,0.619359134,-4.625350309,55665,URGCP,0.115359276,6128,0,0.115359276,7567,-1439
226411_at,0.117144957,5.827147183,1.641515993,0.619359134,-4.625460078,115704,EVI5L,0.115375852,6129,0,0.115375852,7568,-1439
211936_at,0.201109288,12.25371092,1.64110467,0.619577486,-4.626029107,3309,HSPA5,0.11546182,6130,0,0.11546182,7569,-1439
207599_at,0.103374627,3.215635403,1.233079527,0.723014029,-5.133933467,9313,MMP20,0.230983371,9510,1,0.115491686,7570,1940
1554185_at,0.149567608,4.353560992,1.640842615,0.619810707,-4.626391582,554206,LOC554206,0.115516618,6131,0,0.115516618,7571,-1440
1564084_at,0.034502308,4.334163904,0.565395613,0.892787133,-5.68433583,790,CAD,0.577712993,15750,4,0.115542599,7572,8178
1557455_s_at,0.159622311,7.077510038,1.640615221,0.619846188,-4.626706078,56180,MOSPD1,0.115564187,6132,0,0.115564187,7573,-1441
220111_s_at,0.061345914,3.255312842,1.640543266,0.619846188,-4.626805588,57101,ANO2,0.115579242,6133,0,0.115579242,7574,-1441
228017_s_at,-0.110873667,4.439263954,-1.640297158,0.6199957,-4.627145918,128414,NKAIN4,0.11563075,6134,0,0.11563075,7575,-1441
228373_at,-0.130074737,7.193829932,-1.640176871,0.6199957,-4.627312243,29035,C16orf72,0.115655931,6135,0,0.115655931,7576,-1441
221498_at,-0.074563906,7.697717227,-1.640058841,0.6199957,-4.627475436,81609,SNX27,0.115680644,6136,0,0.115680644,7577,-1441
224291_at,-0.110118264,5.657027533,-1.640043718,0.6199957,-4.627496346,59285,CACNG6,0.115683811,6137,0,0.115683811,7578,-1441
230287_at,-0.090306493,3.499851212,-1.639902198,0.620014982,-4.627692007,129049,SGSM1,0.11571345,6138,0,0.11571345,7579,-1441
209927_s_at,-0.125902501,7.947112775,-1.639692742,0.620067787,-4.627981569,26097,CHTOP,0.115757328,6139,0,0.115757328,7580,-1441
203151_at,-0.128591615,4.941322732,-1.639432259,0.620173567,-4.628341636,4130,MAP1A,0.115811915,6140,0,0.115811915,7581,-1441
229793_at,-0.116925941,6.245605338,-1.6393208,0.620175115,-4.628495692,653308,ASAH2B,0.115835279,6141,0,0.115835279,7582,-1441
223170_at,-0.028020468,3.880825613,-0.562995838,0.893000569,-5.68561423,26022,TMEM98,0.579316914,15773,4,0.115863383,7583,8190
218185_s_at,0.10206082,9.88770725,1.639170321,0.620204988,-4.628703669,55156,ARMC1,0.115866829,6142,0,0.115866829,7584,-1442
206806_at,0.431850283,4.913703449,1.639083513,0.620204988,-4.62882364,9162,DGKI,0.115885033,6143,0,0.115885033,7585,-1442
205694_at,-0.033491528,2.871416075,-0.746439698,0.85112225,-5.572882217,7306,TYRP1,0.463562437,14117,3,0.115890609,7586,6531
224598_at,-0.081402977,8.306033677,-1.63901558,0.620220527,-4.628917522,11282,MGAT4B,0.11589928,6144,0,0.11589928,7587,-1443
1554531_at,0.101877924,5.679604641,1.638781412,0.620320828,-4.629241113,54970,TTC12,0.115948402,6145,0,0.115948402,7588,-1443
202066_at,-0.11405546,7.476283796,-1.638637965,0.620320828,-4.629439322,8500,PPFIA1,0.115978502,6146,0,0.115978502,7589,-1443
1553555_at,0.095963898,4.149326056,1.638533865,0.620320828,-4.629583155,5726,TAS2R38,0.11600035,6148,0,0.11600035,7590,-1442
227460_at,0.152692314,4.840833121,1.638116031,0.620623408,-4.630160398,23272,FAM208A,0.116088077,6149,0,0.116088077,7591,-1442
1563571_at,-0.079675336,4.227008059,-1.637938475,0.620762099,-4.63040566,285463,CTBP1-AS,0.116125373,6150,0,0.116125373,7592,-1442
219288_at,0.857264933,7.344930057,1.637827241,0.620765641,-4.630559301,57415,C3orf14,0.116148743,6151,0,0.116148743,7593,-1442
205715_at,-0.097765109,3.580648856,-1.637495942,0.621016367,-4.631016856,683,BST1,0.116218372,6153,0,0.116218372,7594,-1441
237338_at,0.102248916,5.0782191,1.637359354,0.6210613,-4.631205475,374907,B3GNT8,0.116247088,6154,0,0.116247088,7595,-1441
1556065_at,-0.101850924,3.043833269,-1.637341655,0.6210613,-4.631229916,150383,CDPF1,0.11625081,6155,0,0.11625081,7596,-1441
214146_s_at,-0.086803071,3.215964584,-1.637180149,0.6210613,-4.631452929,5473,PPBP,0.116284774,6156,0,0.116284774,7597,-1441
208040_s_at,-0.030090938,6.483618581,-0.559774795,0.893537105,-5.687321856,4607,MYBPC3,0.581473255,15804,4,0.116294651,7598,8206
219655_at,-0.053129015,4.28571026,-0.55927767,0.893697415,-5.68758456,79783,SUGCT,0.581806416,15809,4,0.116361283,7599,8210
215247_at,-0.088488629,4.77052733,-1.636754347,0.621242733,-4.632040812,100288570,LOC100288570,0.116374359,6158,0,0.116374359,7600,-1442
208958_at,-0.094211725,5.166391155,-1.636672865,0.621243745,-4.632153297,23071,ERP44,0.116391509,6159,0,0.116391509,7601,-1442
231982_at,-0.085406983,5.988545841,-1.63645879,0.621243745,-4.632448804,284422,SMIM24,0.116436576,6160,0,0.116436576,7602,-1442
1552899_at,0.09706936,3.056890717,1.636418531,0.621243745,-4.632504375,154089,LINC01312,0.116445053,6161,0,0.116445053,7603,-1442
1555180_at,0.092255971,4.074179253,1.636229507,0.621243745,-4.632765273,100132686,LOC100132686,0.11648486,6162,0,0.11648486,7604,-1442
205893_at,-0.071076467,2.845597762,-1.636190325,0.621243745,-4.63281935,22871,NLGN1,0.116493114,6163,0,0.116493114,7605,-1442
233193_x_at,0.076210235,5.014938837,1.636165283,0.621243745,-4.632853911,92105,INTS4,0.116498388,6164,0,0.116498388,7606,-1442
208546_x_at,-0.327847175,8.620293106,-1.635802724,0.621243745,-4.633354251,8345,HIST1H2BH,0.116574782,6165,0,0.116574782,7607,-1442
1569383_s_at,0.084210933,4.864112214,1.635799153,0.621243745,-4.633359179,57732,ZFYVE28,0.116575535,6166,0,0.116575535,7608,-1442
205598_at,-0.095522476,5.957099146,-1.635562095,0.621243745,-4.633686278,10293,TRAIP,0.116625507,6167,0,0.116625507,7609,-1442
201200_at,0.230215143,7.600257957,1.635557603,0.621243745,-4.633692476,8804,CREG1,0.116626454,6168,0,0.116626454,7610,-1442
204197_s_at,-0.120536855,9.82684109,-1.635520258,0.621243745,-4.633744001,864,RUNX3,0.116634328,6169,0,0.116634328,7611,-1442
200633_at,-0.019097622,13.58854348,-0.557037979,0.894371591,-5.688765313,7314,UBB,0.583308584,15828,4,0.116661717,7612,8216
209789_at,0.078621728,3.535563916,1.635060845,0.621276523,-4.634377799,10391,CORO2B,0.116731232,6172,0,0.116731232,7613,-1441
220803_at,0.109142166,3.797627517,1.63502866,0.621276523,-4.634422195,57559,STAMBPL1,0.116738023,6173,0,0.116738023,7614,-1441
205792_at,-0.126824097,5.026160437,-1.634907097,0.621276523,-4.634589877,8839,WISP2,0.116763677,6174,0,0.116763677,7615,-1441
236721_at,-0.131294514,4.660246279,-1.63486721,0.621276523,-4.634644893,8846,ALKBH1,0.116772095,6175,0,0.116772095,7616,-1441
1565544_at,0.094944028,3.220069682,1.634837356,0.621276523,-4.634686071,50862,RNF141,0.116778397,6176,0,0.116778397,7617,-1441
205773_at,0.273122247,3.787653808,1.634733332,0.621332886,-4.634829547,22849,CPEB3,0.116800355,6177,0,0.116800355,7618,-1441
207876_s_at,-0.012492333,5.536846858,-0.232955082,0.961827877,-5.810466442,2318,FLNC,0.818020509,18546,6,0.116860073,7619,10927
228596_at,-0.125152472,5.319288609,-1.634343192,0.621449817,-4.635367588,7984,ARHGEF5,0.116882741,6178,0,0.116882741,7620,-1442
1570239_a_at,-0.127765243,6.648981555,-1.634323578,0.621449817,-4.635394635,116449,CLNK,0.116886884,6179,0,0.116886884,7621,-1442
219492_at,-0.133135953,8.14986207,-1.634196961,0.621449817,-4.635569231,26511,CHIC2,0.116913633,6180,0,0.116913633,7622,-1442
220764_at,0.114030186,5.989209796,1.634087554,0.621449817,-4.635720085,151987,PPP4R2,0.11693675,6181,0,0.11693675,7623,-1442
212204_at,-0.086302911,8.58892062,-1.634050665,0.621449817,-4.635770949,25963,TMEM87A,0.116944546,6182,0,0.116944546,7624,-1442
200708_at,0.090779005,10.46573312,1.633722154,0.621503082,-4.636223862,2806,GOT2,0.117013986,6183,0,0.117013986,7625,-1442
227063_at,-0.114871904,10.2093881,-1.633711653,0.621503082,-4.636238338,254863,TMEM256,0.117016206,6184,0,0.117016206,7626,-1442
1552915_at,0.096393771,3.818255458,1.633515846,0.621503082,-4.636508259,282616,IFNL2,0.117057613,6185,0,0.117057613,7627,-1442
240209_at,0.081786785,3.683973931,1.633482797,0.621503082,-4.636553816,123970,C16orf78,0.117064603,6186,0,0.117064603,7628,-1442
1566901_at,0.044498295,3.11850424,0.738384444,0.853428215,-5.578463591,7050,TGIF1,0.46834005,14185,3,0.117085013,7629,6556
213602_s_at,-0.108190414,5.623508597,-1.633300511,0.621503082,-4.636805072,4320,MMP11,0.117103164,6187,0,0.117103164,7630,-1443
232938_at,-0.108548432,5.101330712,-1.633138053,0.621503082,-4.637028982,57713,SFMBT2,0.117137539,6189,0,0.117137539,7631,-1442
223517_at,0.119370433,6.411223489,1.63306749,0.621503082,-4.637126231,93611,FBXO44,0.117152472,6190,0,0.117152472,7632,-1442
239733_at,0.091491591,3.590177132,1.632972306,0.621503082,-4.637257406,84332,DYDC2,0.117172619,6191,0,0.117172619,7633,-1442
1553254_at,-0.0767089,3.145177089,-1.632968777,0.621503082,-4.63726227,139599,MAGEE2,0.117173366,6192,0,0.117173366,7634,-1442
226566_at,-0.099225804,6.740329913,-1.632879218,0.621507738,-4.637385688,81559,TRIM11,0.117192324,6193,0,0.117192324,7635,-1442
220962_s_at,-0.08338583,7.362417766,-1.632857235,0.621507738,-4.637415981,29943,PADI1,0.117196978,6194,0,0.117196978,7636,-1442
238136_at,-0.096524414,5.865498982,-1.632289169,0.621904511,-4.638198688,729956,SHISA7,0.117317295,6196,0,0.117317295,7637,-1441
241432_at,0.090509177,3.252267489,1.632078634,0.621960126,-4.63848872,100505893,SLIT2-IT1,0.117361913,6197,0,0.117361913,7638,-1441
205831_at,-0.111946535,3.985216034,-1.6319026,0.622041789,-4.638731202,914,CD2,0.117399231,6198,0,0.117399231,7639,-1441
203425_s_at,-0.093014117,5.994871545,-1.63171993,0.622041789,-4.638982805,3488,IGFBP5,0.117437965,6199,0,0.117437965,7640,-1441
1558292_s_at,-0.042196862,7.114133061,-0.384139577,0.933360448,-5.765936097,284098,PIGW,0.704683471,17255,5,0.117447245,7641,9614
1569264_at,0.087499584,4.038761591,1.631547333,0.622041789,-4.639220512,400655,LOC400655,0.117474574,6200,0,0.117474574,7642,-1442
205742_at,0.00453687,5.339318764,0.076068473,0.987981104,-5.833690372,7137,TNNI3,0.940074661,19685,7,0.117509333,7643,12042
1564691_at,-0.115243022,3.517801128,-1.631243546,0.622041789,-4.639638856,100128594,LOC100128594,0.117539032,6201,0,0.117539032,7644,-1443
230943_at,-0.036626372,3.133898156,-0.734957327,0.854337097,-5.580820825,64321,SOX17,0.470381521,14220,3,0.11759538,7645,6575
235297_at,-0.135907832,5.629739836,-1.630889868,0.622041789,-4.640125829,10658,CELF1,0.117614113,6203,0,0.117614113,7646,-1443
237510_at,-0.127734189,3.875788185,-1.630848825,0.622041789,-4.640182335,55892,MYNN,0.117622828,6204,0,0.117622828,7647,-1443
216375_s_at,0.141518086,5.703029535,1.630810452,0.622041789,-4.640235163,2119,ETV5,0.117630977,6206,0,0.117630977,7648,-1442
1554021_a_at,0.194565757,8.123994161,1.630695496,0.622041789,-4.640393421,7559,ZNF12,0.117655393,6208,0,0.117655393,7649,-1441
239272_at,0.088499894,3.47771483,1.630676232,0.622041789,-4.640419941,79148,MMP28,0.117659484,6209,0,0.117659484,7650,-1441
1560117_at,-0.109111804,4.173791265,-1.630625923,0.622041789,-4.640489197,84696,ABHD1,0.117670171,6211,0,0.117670171,7651,-1440
1568914_at,0.093024674,3.628907956,1.630612008,0.622041789,-4.640508353,221391,OPN5,0.117673127,6212,0,0.117673127,7652,-1440
211949_s_at,0.102441427,8.308450169,1.630328961,0.622179245,-4.640897968,9221,NOLC1,0.117733269,6213,0,0.117733269,7653,-1440
208745_at,-0.111993497,9.19595993,-1.630041132,0.622282702,-4.641294112,10632,ATP5L,0.117794453,6214,0,0.117794453,7654,-1440
1556232_at,0.08518309,4.789714542,1.629971125,0.622282702,-4.641390456,221458,KIF6,0.117809338,6215,0,0.117809338,7655,-1440
223718_at,0.131438842,5.008093195,1.629969174,0.622282702,-4.641393141,84519,ACRBP,0.117809753,6216,0,0.117809753,7656,-1440
213302_at,-0.105533369,9.239094704,-1.629904163,0.62228929,-4.641482606,5198,PFAS,0.117823578,6217,0,0.117823578,7657,-1440
213434_at,-0.112767626,7.112063119,-1.62962853,0.62228929,-4.64186189,2054,STX2,0.117882206,6218,0,0.117882206,7658,-1440
231820_x_at,0.186149584,6.048386287,1.629575962,0.62228929,-4.641934221,84914,ZNF587,0.117893391,6219,0,0.117893391,7659,-1440
217812_at,-0.082077457,10.31917176,-1.629559778,0.62228929,-4.64195649,51441,YTHDF2,0.117896834,6220,0,0.117896834,7660,-1440
227060_at,0.084676544,7.745960495,1.629435587,0.62228929,-4.642127362,84957,RELT,0.117923261,6221,0,0.117923261,7661,-1440
206489_s_at,-0.119760473,3.497493357,-1.629387932,0.62228929,-4.642192926,9229,DLGAP1,0.117933403,6222,0,0.117933403,7662,-1440
219566_at,0.12043808,7.438509262,1.629326544,0.62228929,-4.642277383,79156,PLEKHF1,0.117946469,6223,0,0.117946469,7663,-1440
213664_at,0.150402976,8.789798032,0.947779838,0.800395961,-5.41508422,6505,SLC1A1,0.353872365,12166,2,0.117957455,7664,4502
227347_x_at,-0.197744112,5.915924292,-1.629112823,0.62228929,-4.642571399,57801,HES4,0.117991966,6224,0,0.117991966,7665,-1441
205223_at,-0.048186383,6.791580017,-0.732051338,0.854960584,-5.582811487,9681,DEPDC5,0.472116684,14248,3,0.118029171,7666,6582
239432_at,0.166377658,5.798449064,1.628714388,0.62228929,-4.643119449,379025,PSMA3-AS1,0.118076826,6226,0,0.118076826,7667,-1441
47105_at,-0.082361085,7.747134294,-1.628480033,0.62228929,-4.643441758,54920,DUS2,0.118126763,6227,0,0.118126763,7668,-1441
229285_at,-0.175624762,6.469114794,-1.628435329,0.62228929,-4.643503235,6041,RNASEL,0.11813629,6228,0,0.11813629,7669,-1441
227369_at,-0.07255979,8.74152489,-1.628354755,0.62228929,-4.643614038,26135,SERBP1,0.118153465,6229,0,0.118153465,7670,-1441
214154_s_at,0.097291049,4.614270246,1.628351077,0.62228929,-4.643619097,5318,PKP2,0.118154249,6230,0,0.118154249,7671,-1441
211819_s_at,0.092511605,3.739983296,1.628092584,0.62228929,-4.643974541,10580,SORBS1,0.118209361,6232,0,0.118209361,7672,-1440
217969_at,-0.106749055,9.897510702,-1.627978428,0.62228929,-4.644131498,738,VPS51,0.118233706,6233,0,0.118233706,7673,-1440
226657_at,0.183535156,4.709605327,1.627972123,0.62228929,-4.644140166,256302,NATD1,0.118235051,6234,0,0.118235051,7674,-1440
1556653_at,-0.071301258,3.169387662,-1.627928266,0.62228929,-4.644200465,150709,ANKAR,0.118244405,6235,0,0.118244405,7675,-1440
226807_at,-0.133317958,7.317050992,-1.627872743,0.62228929,-4.644276802,162239,ZFP1,0.118256249,6237,0,0.118256249,7676,-1439
235914_at,-0.225249453,6.825548545,-1.627687124,0.62228929,-4.644531987,11346,SYNPO,0.11829585,6238,0,0.11829585,7677,-1439
207753_at,-0.116944311,6.415282575,-1.627619267,0.62228929,-4.64462527,57343,ZNF304,0.11831033,6239,0,0.11831033,7678,-1439
240602_at,0.124242214,3.534053409,1.627465254,0.62228929,-4.64483698,10767,HBS1L,0.1183432,6241,0,0.1183432,7679,-1438
242540_at,0.146706273,3.88925774,1.627348302,0.62228929,-4.644997735,144132,DNHD1,0.118368166,6242,0,0.118368166,7680,-1438
241283_at,-0.096914208,2.841975058,-1.627313183,0.62228929,-4.645046006,102723742,LINC01500,0.118375664,6243,0,0.118375664,7681,-1438
227891_s_at,0.307916211,6.881466005,1.627159477,0.62228929,-4.645257264,8148,TAF15,0.118408483,6245,0,0.118408483,7682,-1437
