,logFC,AveExpr,t,adj.P.Val,B,EntrezID,symbols,P.Value,Rank_1,HPO_Freq,NewP.value,Rank_2,Rank_1-Rank2
212129_at,-0.045926494,10.96638182,-0.711559309,0.859338695,-5.596636686,81614,NIPA2,0.484459237,14440,0,0.484459237,15096,-656
219680_at,-0.051937937,7.64232716,-0.711558856,0.859338695,-5.596636987,79671,NLRX1,0.484459512,14441,0,0.484459512,15097,-656
218025_s_at,0.048016785,9.695647452,0.711304163,0.859423432,-5.596806475,10455,ECI2,0.484614088,14443,0,0.484614088,15098,-655
209215_at,0.063159785,7.76802543,0.711285825,0.859423432,-5.596818677,10227,MFSD10,0.484625219,14444,0,0.484625219,15099,-655
237608_at,0.029375739,2.815473963,0.711258503,0.859424966,-5.596836855,101929570,LOC101929570,0.484641802,14445,0,0.484641802,15100,-655
208046_at,-0.040209101,3.959299291,-0.711134937,0.859482482,-5.596919057,8359,HIST1H4A,0.484716809,14446,0,0.484716809,15101,-655
209114_at,-0.049262062,6.26303025,-0.71108514,0.859482482,-5.596952181,10103,TSPAN1,0.484747038,14447,0,0.484747038,15102,-655
213871_s_at,-0.044348812,6.370510489,-0.710872032,0.859482482,-5.597093911,10591,DNPH1,0.484876418,14448,0,0.484876418,15103,-655
236030_at,-0.040778836,6.336917777,-0.710613233,0.8595486,-5.597265973,283248,RCOR2,0.485033564,14449,0,0.485033564,15104,-655
224597_at,-0.044905963,10.22041856,-0.710599969,0.8595486,-5.59727479,647979,NORAD,0.485041619,14450,0,0.485041619,15105,-655
235675_at,-0.091769518,6.014022597,-0.710599474,0.8595486,-5.597275119,200895,DHFR2,0.48504192,14451,0,0.48504192,15106,-655
219370_at,0.036319876,4.785100348,0.710420407,0.8595486,-5.597394135,56475,RPRM,0.48515067,14452,0,0.48515067,15107,-655
206999_at,0.328749007,5.376658094,0.710368565,0.8595486,-5.597428586,3595,IL12RB2,0.485182157,14453,0,0.485182157,15108,-655
206940_s_at,-0.043281334,3.739321408,-0.710350067,0.8595486,-5.597440878,5457,POU4F1,0.485193392,14454,0,0.485193392,15109,-655
231753_s_at,0.060198287,4.548186334,0.710271332,0.859561157,-5.597493194,56098,PCDHGC4,0.485241216,14456,0,0.485241216,15110,-654
236311_at,0.047006917,3.794261113,0.710188656,0.859561157,-5.597548124,503693,LOH12CR2,0.485291437,14457,0,0.485291437,15111,-654
1563405_at,0.051398489,5.781646707,0.70995668,0.859683555,-5.597702215,496,ATP4B,0.485432364,14458,0,0.485432364,15112,-654
221427_s_at,0.038098571,7.820869167,0.709134055,0.859683555,-5.598248262,81669,CCNL2,0.485932308,14459,0,0.485932308,15113,-654
217589_at,-0.045094804,4.583969564,-0.709070986,0.859683555,-5.598290101,142684,RAB40A,0.48597065,14460,0,0.48597065,15114,-654
218623_at,0.046399934,5.202517836,0.709034226,0.859683555,-5.598314486,51617,NSG2,0.485992999,14461,0,0.485992999,15115,-654
1561059_a_at,0.028248371,3.69644765,0.708999586,0.859683555,-5.598337463,152024,LINC00691,0.486014059,14462,0,0.486014059,15116,-654
225467_s_at,-0.051812701,6.741879164,-0.708452914,0.85981887,-5.598699939,112724,RDH13,0.486346492,14465,0,0.486346492,15117,-652
1558647_at,-0.053200121,4.572398338,-0.7083094,0.859856898,-5.598795053,152503,SH3D19,0.486433785,14466,0,0.486433785,15118,-652
241572_at,0.043827871,3.107601851,0.708299706,0.859856898,-5.598801476,255762,PDZD9,0.486439682,14467,0,0.486439682,15119,-652
1552731_at,-0.042484479,3.351615768,-0.708244016,0.85988432,-5.59883838,137735,ABRA,0.486473558,14468,0,0.486473558,15120,-652
206547_s_at,0.05073941,3.452967378,0.708161953,0.859942407,-5.598892754,5475,PPEF1,0.48652348,14469,0,0.48652348,15121,-652
240223_at,0.045064416,5.922071954,0.708046511,0.859953264,-5.598969235,56606,SLC2A9,0.486593712,14470,0,0.486593712,15122,-652
218152_at,-0.048115877,9.180462556,-0.707656443,0.860241831,-5.599227569,10363,HMG20A,0.486831064,14471,0,0.486831064,15123,-652
1560762_at,0.11282223,8.014188097,0.707537348,0.860247482,-5.599306416,285972,LINC00996,0.486903545,14472,0,0.486903545,15124,-652
226958_s_at,-0.040234543,8.115712273,-0.70741656,0.860297061,-5.599386372,400569,MED11,0.486977063,14473,0,0.486977063,15125,-652
219579_at,-0.048110088,6.667285601,-0.707120055,0.860411988,-5.599582588,5866,RAB3IL1,0.487157559,14474,0,0.487157559,15126,-652
208581_x_at,-0.089968321,8.108463158,-0.707118433,0.860411988,-5.599583661,4501,MT1X,0.487158547,14475,0,0.487158547,15127,-652
226390_at,0.048746819,10.16076306,0.706737091,0.860411988,-5.599835903,134429,STARD4,0.487390744,14477,0,0.487390744,15128,-651
1570163_at,-0.045586282,3.519114017,-0.706399106,0.860468752,-5.600059358,100852408,EGFLAM-AS4,0.487596595,14478,0,0.487596595,15129,-651
225063_at,0.057686347,9.178167275,0.706382319,0.860468752,-5.600070454,84993,UBL7,0.487606821,14479,0,0.487606821,15130,-651
1557840_at,-0.03269067,4.306999601,-0.706373288,0.860468752,-5.600076423,151651,EFHB,0.487612322,14480,0,0.487612322,15131,-651
234461_at,-0.037672583,5.276671954,-0.706260984,0.860468752,-5.600150647,200312,RNF215,0.487680733,14481,0,0.487680733,15132,-651
237260_at,-0.043329225,3.889120947,-0.706255972,0.860468752,-5.600153959,100505978,LOC100505978,0.487683786,14482,0,0.487683786,15133,-651
228484_s_at,-0.036031228,3.819674777,-0.70611412,0.860516438,-5.600247695,2308,FOXO1,0.487770206,14483,0,0.487770206,15134,-651
209077_at,-0.040046775,9.651695127,-0.7059849,0.860539416,-5.600333068,25828,TXN2,0.487848938,14484,0,0.487848938,15135,-651
227870_at,0.09171655,4.01018921,0.705822022,0.860598939,-5.600440657,57722,IGDCC4,0.487948187,14485,0,0.487948187,15136,-651
221685_s_at,-0.044156117,9.034675157,-0.705539899,0.860757446,-5.600626956,54908,SPDL1,0.488120124,14486,0,0.488120124,15137,-651
1559275_x_at,-0.033700649,2.946804735,-0.70552665,0.860757446,-5.600635704,654254,ZNF732,0.4881282,14487,0,0.4881282,15138,-651
232255_at,0.053251563,4.953332728,0.705519568,0.860757446,-5.60064038,401321,LINC00997,0.488132517,14488,0,0.488132517,15139,-651
213115_at,0.057139589,7.940878799,0.705378695,0.860837647,-5.600733375,115201,ATG4A,0.488218385,14489,0,0.488218385,15140,-651
221394_at,-0.033710837,3.496804567,-0.705216143,0.860837647,-5.600840662,9287,TAAR2,0.488317479,14490,0,0.488317479,15141,-651
229889_at,0.038860806,3.782335389,0.705210432,0.860837647,-5.600844431,388341,LRRC75A,0.488320961,14491,0,0.488320961,15142,-651
203447_at,0.035856472,8.444068987,0.705176016,0.860837647,-5.600867142,5711,PSMD5,0.488341942,14492,0,0.488341942,15143,-651
236036_at,-0.053237427,5.188451388,-0.705106721,0.860840311,-5.600912868,100506343,FAM212B-AS1,0.48838419,14493,0,0.48838419,15144,-651
202902_s_at,-0.084919297,10.10947876,-0.704604183,0.86107476,-5.60124435,1520,CTSS,0.488690642,14495,0,0.488690642,15145,-650
201547_at,-0.053022541,3.702130059,-0.704382471,0.861146892,-5.601390524,10765,KDM5B,0.488825879,14496,0,0.488825879,15146,-650
221262_s_at,0.03578969,5.005536689,0.704241257,0.861187661,-5.601483602,66035,SLC2A11,0.488912026,14497,0,0.488912026,15147,-650
1560038_at,-0.042900891,3.179933315,-0.704154216,0.861253453,-5.601540965,100506071,LOC100506071,0.488965129,14498,0,0.488965129,15148,-650
230831_at,0.06088834,3.750840163,0.703856011,0.861407448,-5.60173744,84978,FRMD5,0.489147088,14499,0,0.489147088,15149,-650
243722_at,0.057692907,4.616593808,0.703767486,0.861449827,-5.60179575,260434,PYDC1,0.489201112,14500,0,0.489201112,15150,-650
226405_s_at,0.044537914,7.040587397,0.703741637,0.861449827,-5.601812776,92714,ARRDC1,0.489216887,14501,0,0.489216887,15151,-650
207542_s_at,-0.052882436,4.468125045,-0.703739126,0.861449827,-5.60181443,358,AQP1,0.48921842,14502,0,0.48921842,15152,-650
202820_at,0.157663556,8.075475985,0.703600798,0.861542995,-5.601905527,196,AHR,0.489302845,14503,0,0.489302845,15153,-650
1568690_a_at,-0.040959706,3.283734951,-0.703495854,0.86159416,-5.601974628,100631378,LOC100631378,0.489366902,14504,0,0.489366902,15154,-650
223663_at,0.046731661,7.909192712,0.703304639,0.861614167,-5.602100509,283234,CCDC88B,0.489483628,14505,0,0.489483628,15155,-650
1566219_at,-0.038595871,3.084233038,-0.703302234,0.861614167,-5.602102092,338651,KRTAP5-AS1,0.489485096,14506,0,0.489485096,15156,-650
231447_at,0.0393686,6.535959678,0.702957925,0.861762258,-5.602328675,440757,LINC00851,0.48969532,14507,0,0.48969532,15157,-650
223156_at,0.036440969,9.972440274,0.702723085,0.861807906,-5.602483158,51649,MRPS23,0.489838734,14508,0,0.489838734,15158,-650
204977_at,0.05178974,8.659136172,0.702512925,0.861807906,-5.602621365,1662,DDX10,0.489967098,14510,0,0.489967098,15159,-649
1561106_at,0.030711797,3.47321326,0.702393569,0.861807906,-5.602699839,100131814,LINC00271,0.490040008,14511,0,0.490040008,15160,-649
1561247_at,0.03256006,3.189437842,0.702388998,0.861807906,-5.602702844,101927112,LINC01581,0.490042801,14512,0,0.490042801,15161,-649
236430_at,-0.041138424,3.513631487,-0.70229663,0.861807906,-5.602763565,146456,TMED6,0.49009923,14514,0,0.49009923,15162,-648
238215_at,-0.055867669,5.351587086,-0.702070751,0.861909341,-5.602912021,348932,SLC6A18,0.490237237,14516,0,0.490237237,15163,-647
238692_at,-0.030517558,2.878385014,-0.701463399,0.862123638,-5.603310971,121551,BTBD11,0.490608429,14519,0,0.490608429,15164,-645
220996_s_at,0.04015593,4.352998693,0.701307203,0.862205118,-5.603413519,81626,SHCBP1L,0.490703917,14521,0,0.490703917,15165,-644
219040_at,-0.045895292,7.04792755,-0.701250536,0.862207489,-5.603450717,79585,CORO7,0.490738562,14522,0,0.490738562,15166,-644
213844_at,-0.039843383,3.379961414,-0.700977556,0.862207489,-5.60362987,3202,HOXA5,0.490905475,14524,0,0.490905475,15167,-643
203650_at,-0.049364186,3.543225775,-0.700796126,0.862207489,-5.603748903,10544,PROCR,0.491016428,14526,0,0.491016428,15168,-642
209103_s_at,-0.060773487,10.25823265,-0.700591989,0.862207489,-5.6038828,7353,UFD1,0.491141286,14527,0,0.491141286,15169,-642
1564838_a_at,-0.038804671,3.330005856,-0.700456349,0.862207489,-5.603971747,151760,LOC151760,0.491224258,14528,0,0.491224258,15170,-642
1552532_a_at,-0.038461934,3.437450368,-0.700393576,0.862207489,-5.604012906,245973,ATP6V1C2,0.49126266,14529,0,0.49126266,15171,-642
220504_at,0.000799549,2.896740577,0.022052335,0.996606574,-5.836232728,11081,KERA,0.982611512,20043,1,0.491305756,15172,4871
226987_at,-0.060936573,6.178665208,-0.700260989,0.862207489,-5.604099828,29890,RBM15B,0.491343776,14531,0,0.491343776,15173,-642
204465_s_at,-0.05559109,5.407918494,-0.7002599,0.862207489,-5.604100541,9118,INA,0.491344442,14532,0,0.491344442,15174,-642
1556371_at,0.047896811,3.168944308,0.70025009,0.862207489,-5.604106973,167826,OLIG3,0.491350444,14533,0,0.491350444,15175,-642
227294_at,-0.050286288,6.995576494,-0.700198471,0.862207489,-5.604140808,115509,ZNF689,0.491382026,14534,0,0.491382026,15176,-642
219948_x_at,-0.03201327,2.833421599,-0.700159648,0.862207489,-5.604166255,79799,UGT2A3,0.491405781,14535,0,0.491405781,15177,-642
237639_at,0.033664479,4.379124324,0.700036816,0.862207489,-5.604246757,131920,TMEM207,0.491480941,14536,0,0.491480941,15178,-642
225788_at,0.077573363,8.934825065,0.699995225,0.862207489,-5.604274012,88745,RRP36,0.491506393,14537,0,0.491506393,15179,-642
206445_s_at,0.042681464,11.9952775,0.699914376,0.862207489,-5.604326988,3276,PRMT1,0.491555868,14538,0,0.491555868,15180,-642
1560112_at,-0.060637108,3.919704435,-0.699894269,0.862207489,-5.604340162,115825,WDFY2,0.491568173,14539,0,0.491568173,15181,-642
1560491_at,-0.040420577,3.014132923,-0.69989148,0.862207489,-5.60434199,102546299,LOC102546299,0.49156988,14540,0,0.49156988,15182,-642
220819_at,-0.042034573,7.201321623,-0.699547377,0.862295506,-5.604567393,79981,FRMD1,0.491780493,14542,0,0.491780493,15183,-641
225900_at,-0.052492481,4.734420709,-0.699405619,0.862322383,-5.604660221,23233,EXOC6B,0.491867273,14543,0,0.491867273,15184,-641
203677_s_at,0.041598896,7.820966849,0.699285762,0.862382736,-5.604738692,6895,TARBP2,0.491940652,14545,0,0.491940652,15185,-640
1561289_at,-0.02878524,3.149961572,-0.699228973,0.862388388,-5.604775868,286370,MIR4290HG,0.491975422,14546,0,0.491975422,15186,-640
206844_at,0.041769455,4.448565514,0.69905133,0.862450897,-5.604892141,8789,FBP2,0.492084196,14547,0,0.492084196,15187,-640
1559333_at,-0.038469234,3.52557612,-0.699002186,0.862450897,-5.604924302,101927416,SRGAP3-AS2,0.49211429,14548,0,0.49211429,15188,-640
217011_at,-0.049360618,5.726591826,-0.698964009,0.862450897,-5.604949284,2636,GBX1,0.492137669,14549,0,0.492137669,15189,-640
234861_at,0.029737873,2.921314841,0.698895274,0.862450897,-5.604994261,93463,LOC93463,0.492179763,14550,0,0.492179763,15190,-640
232146_at,0.064802217,5.744040065,0.698631394,0.862504492,-5.60516689,4717,NDUFC1,0.492341384,14553,0,0.492341384,15191,-638
217315_s_at,0.061007401,4.770882135,0.698515172,0.862601572,-5.605242901,26085,KLK13,0.492412578,14554,0,0.492412578,15192,-638
1553146_at,-0.04024667,3.254249767,-0.698449396,0.862610728,-5.605285915,152405,C3orf30,0.492452873,14555,0,0.492452873,15193,-638
200948_at,0.035771857,9.026597425,0.698352122,0.862610728,-5.60534952,8079,MLF2,0.492512466,14556,0,0.492512466,15194,-638
1553871_at,0.038040333,5.722608544,0.698192142,0.862671865,-5.605454108,255193,CSNK1G2-AS1,0.492610485,14557,0,0.492610485,15195,-638
225458_at,0.048475014,6.861233204,0.697921699,0.862757889,-5.60563086,25845,PP7080,0.492776211,14558,0,0.492776211,15196,-638
210999_s_at,-0.060299602,4.654675755,-0.697921504,0.862757889,-5.605630987,2887,GRB10,0.49277633,14559,0,0.49277633,15197,-638
203099_s_at,-0.047219764,7.967240317,-0.697840605,0.862772778,-5.605683847,9425,CDYL,0.49282591,14560,0,0.49282591,15198,-638
227874_at,-0.039757003,3.026029548,-0.697783767,0.862806137,-5.605720982,51705,EMCN,0.492860746,14561,0,0.492860746,15199,-638
219203_at,-0.046791924,8.203549595,-0.697739234,0.862806961,-5.605750076,51016,EMC9,0.492888041,14562,0,0.492888041,15200,-638
221563_at,-0.077011172,8.987771361,-0.697697716,0.862806961,-5.605777197,11221,DUSP10,0.492913489,14563,0,0.492913489,15201,-638
210470_x_at,0.027813046,11.36654625,0.697682986,0.862806961,-5.60578682,4841,NONO,0.492922518,14564,0,0.492922518,15202,-638
208283_at,0.047229172,3.461149231,0.697508421,0.862905112,-5.605900837,2543,GAGE1,0.493029525,14566,0,0.493029525,15203,-637
1561287_at,0.042393038,3.157428016,0.697471693,0.862905112,-5.605924823,100861545,LINC00561,0.493052041,14567,0,0.493052041,15204,-637
215228_at,-0.033967198,3.124566417,-0.697351037,0.862911335,-5.60600361,4808,NHLH2,0.493126011,14568,0,0.493126011,15205,-637
47608_at,-0.030303603,8.545630235,-0.697192959,0.862931962,-5.606106814,93643,TJAP1,0.493222935,14569,0,0.493222935,15206,-637
220387_s_at,-0.07946763,6.544371071,-0.697183233,0.862931962,-5.606113163,11147,HHLA3,0.493228898,14570,0,0.493228898,15207,-637
224289_s_at,-0.040513007,3.224729589,-0.697130539,0.862931962,-5.606147559,387316,VN1R10P,0.493261209,14571,0,0.493261209,15208,-637
224360_s_at,-0.055147509,5.396655311,-0.697089342,0.862931962,-5.60617445,29993,PACSIN1,0.493286471,14572,0,0.493286471,15209,-637
227840_at,0.068325605,7.4302469,0.697083582,0.862931962,-5.606178209,130355,C2orf76,0.493290004,14573,0,0.493290004,15210,-637
226304_at,-0.051405044,4.536020514,-0.69704947,0.862931962,-5.606200474,126393,HSPB6,0.493310922,14574,0,0.493310922,15211,-637
1562921_at,0.04365868,3.346816372,0.697048673,0.862931962,-5.606200994,101927279,EP300-AS1,0.493311411,14575,0,0.493311411,15212,-637
242470_at,-0.066991514,5.211501392,-0.696810473,0.862987534,-5.606356433,126272,EID2B,0.493457495,14576,0,0.493457495,15213,-637
228665_at,-0.029002199,3.881223707,-0.696803855,0.862987534,-5.606360751,116159,CYYR1,0.493461554,14577,0,0.493461554,15214,-637
215930_s_at,0.053585303,5.239199384,0.696765245,0.862987534,-5.606385942,4253,MIA2,0.493485236,14578,0,0.493485236,15215,-637
205720_at,-0.002455748,6.67983304,-0.016141776,0.99734072,-5.83634103,5443,POMC,0.987271546,20084,1,0.493635773,15216,4868
1560006_a_at,0.047479605,5.791163254,0.696380902,0.863049881,-5.606636627,646762,LOC646762,0.493721007,14580,0,0.493721007,15217,-637
1559765_a_at,0.046299942,5.110420806,0.695785191,0.863049881,-5.607024914,101928483,NALT1,0.494086567,14582,0,0.494086567,15218,-636
1553915_at,-0.03084793,2.762808666,-0.695735447,0.863049881,-5.607057324,283080,C10orf126,0.4941171,14583,0,0.4941171,15219,-636
235062_at,-0.061684428,3.587493402,-0.695717081,0.863049881,-5.607069289,120379,PIH1D2,0.494128373,14584,0,0.494128373,15220,-636
226215_s_at,-0.049259711,9.220634037,-0.695678649,0.863049881,-5.607094326,84678,KDM2B,0.494151963,14585,0,0.494151963,15221,-636
206478_at,-0.176434798,8.260274597,-0.695666837,0.863049881,-5.607102021,9834,FAM30A,0.494159214,14586,0,0.494159214,15222,-636
224131_at,-0.047387741,3.577248686,-0.69564663,0.863049881,-5.607115184,27198,HCAR1,0.494171618,14587,0,0.494171618,15223,-636
223003_at,-0.046586618,10.83267122,-0.695646283,0.863049881,-5.60711541,79002,TRIR,0.494171831,14588,0,0.494171831,15224,-636
216223_at,0.041151231,3.409617624,0.695645715,0.863049881,-5.60711578,1370,CPN2,0.494172179,14589,0,0.494172179,15225,-636
234513_at,-0.046826454,3.40883676,-0.695633773,0.863049881,-5.607123559,83401,ELOVL3,0.49417951,14590,0,0.49417951,15226,-636
214797_s_at,-0.050497513,5.957035487,-0.695592663,0.863049881,-5.607150338,5129,CDK18,0.494204746,14591,0,0.494204746,15227,-636
221143_at,-0.045979592,3.892860786,-0.695559553,0.863049881,-5.607171904,29935,RPA4,0.494225071,14592,0,0.494225071,15228,-636
201064_s_at,-0.062407336,10.76248851,-0.695477096,0.863049881,-5.607225608,8761,PABPC4,0.494275692,14593,0,0.494275692,15229,-636
218967_s_at,0.072571742,8.527688401,0.695431493,0.863049881,-5.607255307,9317,PTER,0.494303688,14594,0,0.494303688,15230,-636
230466_s_at,0.048922017,10.34125092,0.695302966,0.863049881,-5.607339,283349,RASSF3,0.4943826,14595,0,0.4943826,15231,-636
219761_at,0.04539523,3.784356379,0.695278654,0.863049881,-5.607354829,51267,CLEC1A,0.494397528,14596,0,0.494397528,15232,-636
232448_at,0.043954547,3.228135517,0.695277865,0.863049881,-5.607355343,100132234,LINC00543,0.494398012,14597,0,0.494398012,15233,-636
241424_at,-0.041801523,4.670460811,-0.695168153,0.863066189,-5.60742677,1996,ELAVL4,0.494465378,14598,0,0.494465378,15234,-636
211503_s_at,0.053331046,9.002070486,0.695065255,0.863072948,-5.60749375,51552,RAB14,0.494528566,14599,0,0.494528566,15235,-636
1552590_a_at,0.038588783,3.202063699,0.694863,0.863135679,-5.60762538,94160,ABCC12,0.494652779,14601,0,0.494652779,15236,-635
225315_at,-0.047791148,9.798463486,-0.694862761,0.863135679,-5.607625535,219927,MRPL21,0.494652926,14602,0,0.494652926,15237,-635
212530_at,-0.046511738,9.874488764,-0.694553041,0.863135679,-5.607827033,140609,NEK7,0.494843173,14603,0,0.494843173,15238,-635
227381_at,-0.048636352,4.803426127,-0.694468757,0.863135679,-5.607881852,51148,CERCAM,0.494894952,14604,0,0.494894952,15239,-635
205333_s_at,0.04222334,6.743830503,0.694423876,0.863135679,-5.60791104,9986,RCE1,0.494922526,14605,0,0.494922526,15240,-635
216698_x_at,-0.053341838,6.288057363,-0.694391806,0.863135679,-5.607931895,10821,OR7E12P,0.494942229,14606,0,0.494942229,15241,-635
223925_s_at,-0.096758376,5.726917644,-0.69435523,0.863135679,-5.60795568,136319,MTPN,0.494964701,14607,0,0.494964701,15242,-635
210448_s_at,0.1678309,9.439701289,0.694153475,0.863135679,-5.608086856,5026,P2RX5,0.49508867,14608,0,0.49508867,15243,-635
221240_s_at,0.029795423,6.436150842,0.694104866,0.863135679,-5.608118455,79369,B3GNT4,0.495118541,14609,0,0.495118541,15244,-635
